Datetime,Activity_Type
2022-12-16 04:37:00,3
2022-12-16 04:43:00,2
2022-12-16 07:32:00,1
2022-12-16 09:28:00,2
2022-12-16 09:33:00,4
2022-12-16 10:27:00,4
2022-12-16 12:17:00,3
2022-12-16 13:11:00,4
2022-12-16 14:22:00,3
2022-12-16 16:12:00,4
2022-12-16 17:06:00,1
2022-12-16 18:24:00,2
2022-12-17 00:36:00,1
2022-12-17 01:31:00,1
2022-12-17 01:43:00,3
2022-12-17 01:47:00,4
2022-12-17 01:52:00,4
2022-12-17 02:50:00,6
2022-12-17 03:46:00,1
2022-12-17 05:32:00,4
2022-12-17 06:32:00,3
2022-12-17 07:26:00,1
2022-12-17 07:30:00,4
2022-12-17 09:23:00,2
2022-12-17 09:31:00,1
2022-12-17 11:23:00,3
2022-12-17 11:23:00,2
2022-12-17 13:24:00,2
2022-12-17 15:11:00,1
2022-12-17 16:15:00,2
2022-12-17 20:08:00,4
2022-12-17 22:06:00,3
2022-12-17 22:06:00,2
2022-12-18 00:55:00,4
2022-12-18 01:41:00,1
2022-12-18 03:47:00,1
2022-12-18 05:31:00,2
2022-12-18 05:32:00,2
2022-12-18 07:21:00,1
2022-12-18 08:30:00,2
2022-12-18 12:13:00,2
2022-12-18 16:18:00,4
2022-12-18 21:10:00,3
2022-12-18 22:01:00,2
2022-12-18 22:04:00,1
2022-12-18 22:11:00,2
2022-12-19 00:57:00,3
2022-12-19 01:45:00,2
2022-12-19 01:54:00,3
2022-12-19 03:42:00,4
2022-12-19 03:52:00,3
2022-12-19 04:35:00,1
2022-12-19 05:25:00,1
2022-12-19 05:29:00,1
2022-12-19 07:20:00,1
2022-12-19 07:39:00,1
2022-12-19 10:17:00,1
2022-12-19 15:09:00,2
2022-12-19 20:10:00,4
2022-12-20 00:51:00,2
2022-12-20 02:45:00,3
2022-12-20 03:48:00,5
2022-12-20 03:49:00,2
2022-12-20 03:55:00,4
2022-12-20 04:38:00,5
2022-12-20 06:35:00,1
2022-12-20 07:27:00,2
2022-12-20 07:39:00,2
2022-12-20 08:36:00,4
2022-12-20 09:28:00,5
2022-12-20 10:24:00,4
2022-12-20 11:19:00,3
2022-12-20 12:15:00,2
2022-12-20 16:24:00,3
2022-12-20 18:05:00,2
2022-12-20 18:14:00,1
2022-12-20 20:07:00,3
2022-12-20 21:10:00,1
2022-12-20 21:19:00,1
2022-12-20 22:03:00,5
2022-12-21 00:43:00,2
2022-12-21 00:44:00,3
2022-12-21 00:52:00,2
2022-12-21 00:53:00,1
2022-12-21 02:43:00,1
2022-12-21 02:54:00,1
2022-12-21 02:55:00,3
2022-12-21 03:35:00,3
2022-12-21 03:42:00,4
2022-12-21 03:54:00,6
2022-12-21 04:33:00,1
2022-12-21 04:34:00,3
2022-12-21 05:30:00,1
2022-12-21 05:31:00,4
2022-12-21 10:22:00,5
2022-12-21 14:10:00,1
2022-12-21 22:03:00,2
2022-12-21 22:04:00,2
2022-12-21 22:04:00,3
2022-12-21 22:08:00,3
2022-12-22 00:47:00,2
2022-12-22 02:52:00,2
2022-12-22 03:36:00,4
2022-12-22 03:51:00,5
2022-12-22 03:52:00,3
2022-12-22 05:42:00,1
2022-12-22 07:16:00,2
2022-12-22 13:23:00,1
2022-12-22 16:08:00,2
2022-12-22 19:04:00,6
2022-12-22 19:05:00,1
2022-12-22 19:08:00,1
2022-12-22 21:16:00,1
2022-12-22 22:07:00,5
2022-12-22 22:18:00,2
2022-12-23 02:34:00,1
2022-12-23 02:52:00,3
2022-12-23 07:30:00,3
2022-12-23 07:31:00,2
2022-12-23 07:39:00,3
2022-12-23 08:25:00,4
2022-12-23 09:19:00,1
2022-12-23 09:25:00,2
2022-12-23 09:36:00,2
2022-12-23 15:08:00,3
2022-12-23 15:13:00,5
2022-12-23 21:20:00,1
2022-12-23 22:06:00,1
2022-12-24 00:37:00,1
2022-12-24 00:53:00,1
2022-12-24 02:49:00,3
2022-12-24 03:29:00,3
2022-12-24 03:38:00,2
2022-12-24 04:29:00,1
2022-12-24 04:38:00,2
2022-12-24 04:39:00,4
2022-12-24 08:29:00,3
2022-12-24 08:30:00,1
2022-12-24 11:17:00,4
2022-12-24 13:12:00,2
2022-12-24 14:20:00,1
2022-12-24 15:09:00,2
2022-12-24 19:05:00,2
2022-12-24 21:05:00,1
2022-12-24 21:17:00,2
2022-12-24 22:01:00,1
2022-12-24 22:03:00,3
2022-12-25 00:51:00,2
2022-12-25 01:50:00,1
2022-12-25 02:39:00,1
2022-12-25 02:53:00,2
2022-12-25 03:26:00,1
2022-12-25 03:49:00,3
2022-12-25 05:27:00,2
2022-12-25 05:38:00,3
2022-12-25 06:34:00,3
2022-12-25 08:19:00,3
2022-12-25 10:24:00,2
2022-12-25 11:14:00,2
2022-12-25 14:10:00,3
2022-12-25 14:18:00,1
2022-12-25 14:23:00,4
2022-12-25 15:19:00,2
2022-12-25 20:08:00,1
2022-12-25 21:04:00,4
2022-12-25 22:02:00,2
2022-12-26 00:52:00,5
2022-12-26 00:55:00,1
2022-12-26 01:33:00,4
2022-12-26 01:45:00,3
2022-12-26 01:50:00,1
2022-12-26 03:29:00,1
2022-12-26 03:40:00,5
2022-12-26 04:36:00,1
2022-12-26 05:47:00,1
2022-12-26 06:32:00,5
2022-12-26 07:37:00,2
2022-12-26 08:29:00,1
2022-12-26 10:29:00,1
2022-12-26 13:19:00,3
2022-12-26 13:20:00,1
2022-12-26 19:14:00,1
2022-12-26 20:04:00,4
2022-12-26 22:02:00,2
2022-12-26 22:02:00,2
2022-12-26 22:10:00,1
2022-12-26 22:16:00,2
2022-12-27 00:51:00,1
2022-12-27 00:52:00,3
2022-12-27 03:46:00,3
2022-12-27 04:39:00,3
2022-12-27 05:26:00,3
2022-12-27 12:16:00,2
2022-12-27 13:12:00,2
2022-12-27 14:16:00,1
2022-12-27 16:06:00,1
2022-12-27 21:09:00,3
2022-12-27 22:00:00,1
2022-12-27 22:05:00,1
2022-12-27 22:09:00,2
2022-12-28 00:43:00,1
2022-12-28 01:43:00,2
2022-12-28 01:51:00,5
2022-12-28 02:52:00,1
2022-12-28 03:42:00,1
2022-12-28 05:35:00,4
2022-12-28 05:41:00,2
2022-12-28 05:42:00,4
2022-12-28 10:18:00,3
2022-12-28 14:24:00,3
2022-12-28 18:05:00,3
2022-12-28 18:06:00,5
2022-12-28 18:06:00,3
2022-12-28 19:04:00,3
2022-12-28 22:07:00,1
2022-12-29 01:30:00,2
2022-12-29 01:53:00,1
2022-12-29 02:43:00,3
2022-12-29 02:44:00,3
2022-12-29 02:49:00,3
2022-12-29 02:52:00,1
2022-12-29 03:41:00,4
2022-12-29 05:35:00,3
2022-12-29 05:37:00,2
2022-12-29 05:43:00,4
2022-12-29 06:32:00,1
2022-12-29 06:33:00,3
2022-12-29 08:30:00,4
2022-12-29 09:23:00,3
2022-12-29 09:27:00,4
2022-12-29 15:12:00,4
2022-12-29 16:10:00,2
2022-12-29 20:09:00,3
2022-12-29 22:05:00,1
2022-12-30 00:46:00,3
2022-12-30 01:48:00,2
2022-12-30 03:47:00,3
2022-12-30 03:48:00,5
2022-12-30 04:32:00,2
2022-12-30 05:27:00,4
2022-12-30 05:31:00,1
2022-12-30 05:32:00,2
2022-12-30 05:33:00,1
2022-12-30 05:34:00,3
2022-12-30 09:24:00,2
2022-12-30 14:21:00,2
2022-12-30 15:08:00,3
2022-12-30 16:18:00,1
2022-12-30 17:10:00,1
2022-12-30 18:16:00,1
2022-12-30 19:13:00,2
2022-12-30 22:10:00,3
2022-12-30 22:15:00,1
