Datetime,Activity_Type
2022-12-14 09:29:00,3
2022-12-14 11:21:00,3
2022-12-14 12:23:00,2
2022-12-14 13:14:00,1
2022-12-14 17:16:00,2
2022-12-14 18:16:00,4
2022-12-14 20:08:00,3
2022-12-14 21:05:00,2
2022-12-14 22:03:00,3
2022-12-14 22:07:00,2
2022-12-15 00:38:00,2
2022-12-15 01:43:00,2
2022-12-15 02:45:00,4
2022-12-15 03:47:00,1
2022-12-15 03:50:00,4
2022-12-15 03:52:00,4
2022-12-15 03:52:00,1
2022-12-15 07:40:00,1
2022-12-15 09:27:00,1
2022-12-15 13:29:00,5
2022-12-15 14:11:00,2
2022-12-15 14:19:00,3
2022-12-15 15:17:00,1
2022-12-15 15:21:00,3
2022-12-15 21:06:00,1
2022-12-15 22:16:00,3
2022-12-15 22:16:00,3
2022-12-16 00:46:00,3
2022-12-16 01:39:00,2
2022-12-16 01:40:00,3
2022-12-16 01:41:00,2
2022-12-16 02:27:00,2
2022-12-16 02:45:00,1
2022-12-16 02:49:00,2
2022-12-16 03:38:00,4
2022-12-16 03:39:00,2
2022-12-16 03:40:00,4
2022-12-16 03:53:00,5
2022-12-16 05:44:00,2
2022-12-16 06:41:00,3
2022-12-16 08:33:00,1
2022-12-16 09:28:00,2
2022-12-16 09:28:00,1
2022-12-16 10:28:00,3
2022-12-16 16:14:00,4
2022-12-16 21:21:00,4
2022-12-16 22:02:00,1
2022-12-16 22:07:00,3
2022-12-17 06:30:00,2
2022-12-17 06:32:00,1
2022-12-17 16:10:00,3
2022-12-17 19:23:00,1
2022-12-17 21:05:00,2
2022-12-17 22:04:00,2
2022-12-17 22:04:00,5
2022-12-17 22:08:00,2
2022-12-17 22:09:00,2
2022-12-17 22:10:00,4
2022-12-17 22:13:00,2
2022-12-18 00:37:00,2
2022-12-18 01:51:00,3
2022-12-18 03:49:00,5
2022-12-18 03:52:00,3
2022-12-18 07:21:00,3
2022-12-18 08:18:00,1
2022-12-18 08:25:00,4
2022-12-18 08:30:00,2
2022-12-18 09:27:00,3
2022-12-18 09:34:00,5
2022-12-18 12:24:00,3
2022-12-18 15:09:00,2
2022-12-18 15:10:00,4
2022-12-18 19:11:00,4
2022-12-18 19:22:00,1
2022-12-19 00:46:00,2
2022-12-19 00:52:00,1
2022-12-19 01:49:00,2
2022-12-19 01:53:00,2
2022-12-19 02:49:00,4
2022-12-19 03:51:00,4
2022-12-19 04:37:00,2
2022-12-19 05:32:00,2
2022-12-19 05:33:00,4
2022-12-19 06:28:00,4
2022-12-19 06:31:00,1
2022-12-19 08:29:00,1
2022-12-19 08:32:00,2
2022-12-19 09:15:00,5
2022-12-19 10:13:00,1
2022-12-19 13:20:00,1
2022-12-19 21:02:00,1
2022-12-19 22:06:00,5
2022-12-20 00:52:00,2
2022-12-20 01:45:00,1
2022-12-20 02:50:00,2
2022-12-20 03:52:00,1
2022-12-20 05:33:00,2
2022-12-20 05:36:00,1
2022-12-20 08:30:00,2
2022-12-20 12:17:00,3
2022-12-20 13:13:00,2
2022-12-20 16:10:00,2
2022-12-20 18:05:00,3
2022-12-20 20:05:00,1
2022-12-20 22:07:00,2
2022-12-20 22:08:00,3
2022-12-20 22:10:00,2
2022-12-21 00:38:00,2
2022-12-21 02:29:00,5
2022-12-21 02:39:00,1
2022-12-21 04:40:00,1
2022-12-21 04:49:00,2
2022-12-21 05:32:00,3
2022-12-21 06:30:00,2
2022-12-21 06:33:00,1
2022-12-21 07:29:00,2
2022-12-21 09:27:00,3
2022-12-21 10:21:00,1
2022-12-21 15:10:00,2
2022-12-21 15:15:00,1
2022-12-21 16:06:00,5
2022-12-21 18:05:00,5
2022-12-21 21:19:00,4
2022-12-21 22:06:00,2
2022-12-22 00:54:00,5
2022-12-22 01:52:00,1
2022-12-22 03:48:00,6
2022-12-22 04:34:00,2
2022-12-22 05:32:00,1
2022-12-22 08:31:00,2
2022-12-22 09:26:00,5
2022-12-22 12:15:00,2
2022-12-22 17:16:00,3
2022-12-22 21:07:00,2
2022-12-22 22:06:00,1
2022-12-22 22:10:00,2
2022-12-23 00:38:00,5
2022-12-23 00:57:00,1
2022-12-23 01:52:00,1
2022-12-23 02:51:00,1
2022-12-23 03:47:00,1
2022-12-23 03:47:00,1
2022-12-23 04:44:00,2
2022-12-23 06:41:00,2
2022-12-23 08:31:00,1
2022-12-23 08:38:00,3
2022-12-23 10:25:00,1
2022-12-23 10:29:00,5
2022-12-23 11:15:00,1
2022-12-23 16:08:00,3
2022-12-23 17:17:00,1
2022-12-23 22:03:00,6
2022-12-23 22:05:00,4
2022-12-24 01:34:00,1
2022-12-24 03:55:00,2
2022-12-24 06:32:00,3
2022-12-24 08:38:00,2
2022-12-24 09:37:00,1
2022-12-24 12:17:00,1
2022-12-24 13:18:00,4
2022-12-24 15:09:00,2
2022-12-24 17:06:00,1
2022-12-24 17:07:00,1
2022-12-25 00:42:00,1
2022-12-25 00:51:00,1
2022-12-25 00:53:00,3
2022-12-25 05:31:00,2
2022-12-25 06:32:00,3
2022-12-25 07:28:00,1
2022-12-25 07:32:00,5
2022-12-25 11:28:00,1
2022-12-25 13:21:00,2
2022-12-25 15:08:00,2
2022-12-25 15:08:00,4
2022-12-25 19:22:00,2
2022-12-25 22:04:00,3
2022-12-25 22:06:00,4
2022-12-26 01:34:00,3
2022-12-26 01:49:00,1
2022-12-26 01:53:00,1
2022-12-26 03:42:00,1
2022-12-26 03:53:00,3
2022-12-26 04:44:00,2
2022-12-26 06:43:00,1
2022-12-26 09:15:00,3
2022-12-26 10:26:00,5
2022-12-26 10:27:00,3
2022-12-26 13:31:00,1
2022-12-26 14:21:00,2
2022-12-26 22:06:00,4
2022-12-27 00:37:00,3
2022-12-27 00:40:00,2
2022-12-27 00:49:00,2
2022-12-27 01:46:00,2
2022-12-27 02:51:00,3
2022-12-27 02:53:00,3
2022-12-27 03:49:00,3
2022-12-27 03:51:00,1
2022-12-27 05:38:00,1
2022-12-27 06:33:00,1
2022-12-27 08:30:00,4
2022-12-27 08:38:00,4
2022-12-27 13:14:00,1
2022-12-27 15:24:00,1
2022-12-27 15:28:00,2
2022-12-27 19:05:00,4
2022-12-27 19:15:00,3
2022-12-27 20:21:00,3
2022-12-27 22:04:00,1
2022-12-27 22:09:00,1
2022-12-27 22:16:00,2
2022-12-28 01:40:00,2
2022-12-28 02:47:00,3
2022-12-28 03:50:00,3
2022-12-28 04:34:00,1
2022-12-28 05:38:00,3
2022-12-28 05:42:00,2
2022-12-28 07:36:00,4
2022-12-28 07:39:00,2
2022-12-28 10:25:00,3
2022-12-28 14:13:00,3
2022-12-28 21:09:00,2
2022-12-28 21:09:00,3
2022-12-28 22:06:00,1
2022-12-28 22:07:00,1
2022-12-28 22:08:00,2
2022-12-28 22:14:00,1
2022-12-28 22:14:00,6
2022-12-29 02:49:00,2
2022-12-29 02:50:00,2
2022-12-29 03:51:00,1
2022-12-29 04:37:00,3
2022-12-29 05:33:00,3
2022-12-29 06:30:00,1
2022-12-29 14:14:00,2
2022-12-29 16:18:00,4
2022-12-29 17:07:00,1
2022-12-29 17:18:00,5
2022-12-29 18:05:00,2
2022-12-29 19:06:00,1
2022-12-29 20:03:00,3
2022-12-29 22:05:00,5
2022-12-30 00:55:00,1
2022-12-30 02:47:00,1
2022-12-30 03:21:00,2
2022-12-30 03:54:00,1
2022-12-30 04:34:00,2
2022-12-30 04:38:00,1
2022-12-30 05:32:00,3
2022-12-30 06:33:00,3
2022-12-30 07:38:00,4
2022-12-30 08:30:00,2
2022-12-30 09:25:00,1
2022-12-30 11:18:00,3
2022-12-30 12:34:00,4
2022-12-30 13:21:00,2
2022-12-30 14:12:00,3
2022-12-30 15:08:00,1
2022-12-30 18:14:00,2
2022-12-30 20:12:00,2
2022-12-30 21:07:00,1
2022-12-30 22:04:00,1
2022-12-30 22:04:00,2
2022-12-30 22:09:00,2
2022-12-30 22:15:00,1
